Model,Sampler,Parameters,Report
MLP,RandomUnderSampler,"{'classifier__activation': 'relu', 'classifier__batch_size': 64, 'classifier__hidden_layer_sizes': (50,), 'classifier__learning_rate': 'invscaling', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.78      0.86      5213
           1       0.20      0.71      0.31       403

    accuracy                           0.77      5616
   macro avg       0.59      0.75      0.59      5616
weighted avg       0.92      0.77      0.82      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'relu', 'classifier__batch_size': 64, 'classifier__hidden_layer_sizes': (50,), 'classifier__learning_rate': 'adaptive', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.78      0.86      5213
           1       0.20      0.71      0.31       403

    accuracy                           0.77      5616
   macro avg       0.58      0.74      0.59      5616
weighted avg       0.92      0.77      0.82      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'relu', 'classifier__batch_size': 64, 'classifier__hidden_layer_sizes': (100,), 'classifier__learning_rate': 'constant', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.79      0.87      5213
           1       0.20      0.69      0.31       403

    accuracy                           0.78      5616
   macro avg       0.59      0.74      0.59      5616
weighted avg       0.92      0.78      0.83      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'relu', 'classifier__batch_size': 64, 'classifier__hidden_layer_sizes': (100,), 'classifier__learning_rate': 'invscaling', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.81      0.88      5213
           1       0.21      0.67      0.32       403

    accuracy                           0.80      5616
   macro avg       0.59      0.74      0.60      5616
weighted avg       0.92      0.80      0.84      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'relu', 'classifier__batch_size': 64, 'classifier__hidden_layer_sizes': (100,), 'classifier__learning_rate': 'adaptive', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.79      0.87      5213
           1       0.21      0.70      0.32       403

    accuracy                           0.78      5616
   macro avg       0.59      0.75      0.59      5616
weighted avg       0.92      0.78      0.83      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'relu', 'classifier__batch_size': 64, 'classifier__hidden_layer_sizes': (50, 50), 'classifier__learning_rate': 'constant', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.79      0.87      5213
           1       0.20      0.68      0.31       403

    accuracy                           0.78      5616
   macro avg       0.59      0.74      0.59      5616
weighted avg       0.92      0.78      0.83      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'relu', 'classifier__batch_size': 64, 'classifier__hidden_layer_sizes': (50, 50), 'classifier__learning_rate': 'invscaling', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.74      0.84      5213
           1       0.18      0.73      0.29       403

    accuracy                           0.74      5616
   macro avg       0.58      0.74      0.56      5616
weighted avg       0.92      0.74      0.80      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'relu', 'classifier__batch_size': 64, 'classifier__hidden_layer_sizes': (50, 50), 'classifier__learning_rate': 'adaptive', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.76      0.86      5213
           1       0.19      0.73      0.30       403

    accuracy                           0.76      5616
   macro avg       0.58      0.74      0.58      5616
weighted avg       0.92      0.76      0.82      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'relu', 'classifier__batch_size': 128, 'classifier__hidden_layer_sizes': (50,), 'classifier__learning_rate': 'constant', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.77      0.86      5213
           1       0.19      0.73      0.31       403

    accuracy                           0.76      5616
   macro avg       0.58      0.75      0.58      5616
weighted avg       0.92      0.76      0.82      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'relu', 'classifier__batch_size': 128, 'classifier__hidden_layer_sizes': (50,), 'classifier__learning_rate': 'invscaling', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.80      0.88      5213
           1       0.21      0.67      0.32       403

    accuracy                           0.79      5616
   macro avg       0.59      0.73      0.60      5616
weighted avg       0.91      0.79      0.84      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'relu', 'classifier__batch_size': 128, 'classifier__hidden_layer_sizes': (50,), 'classifier__learning_rate': 'adaptive', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.77      0.86      5213
           1       0.19      0.71      0.30       403

    accuracy                           0.76      5616
   macro avg       0.58      0.74      0.58      5616
weighted avg       0.92      0.76      0.82      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'relu', 'classifier__batch_size': 128, 'classifier__hidden_layer_sizes': (100,), 'classifier__learning_rate': 'constant', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.79      0.87      5213
           1       0.20      0.68      0.31       403

    accuracy                           0.79      5616
   macro avg       0.59      0.74      0.59      5616
weighted avg       0.91      0.79      0.83      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'relu', 'classifier__batch_size': 128, 'classifier__hidden_layer_sizes': (100,), 'classifier__learning_rate': 'invscaling', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.75      0.85      5213
           1       0.19      0.75      0.30       403

    accuracy                           0.75      5616
   macro avg       0.58      0.75      0.57      5616
weighted avg       0.92      0.75      0.81      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'relu', 'classifier__batch_size': 128, 'classifier__hidden_layer_sizes': (100,), 'classifier__learning_rate': 'adaptive', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.77      0.86      5213
           1       0.19      0.72      0.31       403

    accuracy                           0.76      5616
   macro avg       0.58      0.74      0.58      5616
weighted avg       0.92      0.76      0.82      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'relu', 'classifier__batch_size': 128, 'classifier__hidden_layer_sizes': (50, 50), 'classifier__learning_rate': 'constant', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.78      0.87      5213
           1       0.20      0.71      0.31       403

    accuracy                           0.78      5616
   macro avg       0.59      0.74      0.59      5616
weighted avg       0.92      0.78      0.83      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'relu', 'classifier__batch_size': 128, 'classifier__hidden_layer_sizes': (50, 50), 'classifier__learning_rate': 'invscaling', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.76      0.85      5213
           1       0.19      0.73      0.30       403

    accuracy                           0.76      5616
   macro avg       0.58      0.75      0.58      5616
weighted avg       0.92      0.76      0.82      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'relu', 'classifier__batch_size': 128, 'classifier__hidden_layer_sizes': (50, 50), 'classifier__learning_rate': 'adaptive', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.76      0.85      5213
           1       0.19      0.72      0.30       403

    accuracy                           0.75      5616
   macro avg       0.58      0.74      0.57      5616
weighted avg       0.92      0.75      0.81      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 32, 'classifier__hidden_layer_sizes': (50,), 'classifier__learning_rate': 'constant', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.79      0.87      5213
           1       0.20      0.70      0.31       403

    accuracy                           0.78      5616
   macro avg       0.59      0.74      0.59      5616
weighted avg       0.92      0.78      0.83      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 32, 'classifier__hidden_layer_sizes': (50,), 'classifier__learning_rate': 'invscaling', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.79      0.87      5213
           1       0.20      0.70      0.32       403

    accuracy                           0.78      5616
   macro avg       0.59      0.75      0.59      5616
weighted avg       0.92      0.78      0.83      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 32, 'classifier__hidden_layer_sizes': (50,), 'classifier__learning_rate': 'adaptive', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.80      0.88      5213
           1       0.21      0.69      0.32       403

    accuracy                           0.79      5616
   macro avg       0.59      0.75      0.60      5616
weighted avg       0.92      0.79      0.84      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 32, 'classifier__hidden_layer_sizes': (100,), 'classifier__learning_rate': 'constant', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.77      0.86      5213
           1       0.19      0.72      0.30       403

    accuracy                           0.76      5616
   macro avg       0.58      0.74      0.58      5616
weighted avg       0.92      0.76      0.82      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 32, 'classifier__hidden_layer_sizes': (100,), 'classifier__learning_rate': 'invscaling', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.78      0.87      5213
           1       0.20      0.70      0.31       403

    accuracy                           0.78      5616
   macro avg       0.59      0.74      0.59      5616
weighted avg       0.92      0.78      0.83      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 32, 'classifier__hidden_layer_sizes': (100,), 'classifier__learning_rate': 'adaptive', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.75      0.84      5213
           1       0.18      0.73      0.29       403

    accuracy                           0.75      5616
   macro avg       0.58      0.74      0.57      5616
weighted avg       0.92      0.75      0.80      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 32, 'classifier__hidden_layer_sizes': (50, 50), 'classifier__learning_rate': 'constant', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.75      0.85      5213
           1       0.18      0.74      0.30       403

    accuracy                           0.75      5616
   macro avg       0.58      0.74      0.57      5616
weighted avg       0.92      0.75      0.81      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 32, 'classifier__hidden_layer_sizes': (50, 50), 'classifier__learning_rate': 'invscaling', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.77      0.86      5213
           1       0.19      0.72      0.31       403

    accuracy                           0.77      5616
   macro avg       0.58      0.74      0.58      5616
weighted avg       0.92      0.77      0.82      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 32, 'classifier__hidden_layer_sizes': (50, 50), 'classifier__learning_rate': 'adaptive', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.78      0.87      5213
           1       0.20      0.71      0.31       403

    accuracy                           0.78      5616
   macro avg       0.59      0.75      0.59      5616
weighted avg       0.92      0.78      0.83      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 64, 'classifier__hidden_layer_sizes': (50,), 'classifier__learning_rate': 'constant', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.78      0.86      5213
           1       0.20      0.70      0.31       403

    accuracy                           0.77      5616
   macro avg       0.58      0.74      0.59      5616
weighted avg       0.92      0.77      0.82      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 64, 'classifier__hidden_layer_sizes': (50,), 'classifier__learning_rate': 'invscaling', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.79      0.87      5213
           1       0.20      0.69      0.31       403

    accuracy                           0.78      5616
   macro avg       0.59      0.74      0.59      5616
weighted avg       0.92      0.78      0.83      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 64, 'classifier__hidden_layer_sizes': (50,), 'classifier__learning_rate': 'adaptive', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.80      0.88      5213
           1       0.21      0.69      0.33       403

    accuracy                           0.79      5616
   macro avg       0.59      0.75      0.60      5616
weighted avg       0.92      0.79      0.84      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 64, 'classifier__hidden_layer_sizes': (100,), 'classifier__learning_rate': 'constant', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.79      0.87      5213
           1       0.20      0.69      0.31       403

    accuracy                           0.78      5616
   macro avg       0.59      0.74      0.59      5616
weighted avg       0.92      0.78      0.83      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 64, 'classifier__hidden_layer_sizes': (100,), 'classifier__learning_rate': 'invscaling', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.78      0.86      5213
           1       0.19      0.69      0.30       403

    accuracy                           0.77      5616
   macro avg       0.58      0.74      0.58      5616
weighted avg       0.91      0.77      0.82      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 64, 'classifier__hidden_layer_sizes': (100,), 'classifier__learning_rate': 'adaptive', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.75      0.85      5213
           1       0.19      0.73      0.30       403

    accuracy                           0.75      5616
   macro avg       0.58      0.74      0.57      5616
weighted avg       0.92      0.75      0.81      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 64, 'classifier__hidden_layer_sizes': (50, 50), 'classifier__learning_rate': 'constant', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.80      0.87      5213
           1       0.20      0.67      0.31       403

    accuracy                           0.79      5616
   macro avg       0.59      0.73      0.59      5616
weighted avg       0.91      0.79      0.83      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 64, 'classifier__hidden_layer_sizes': (50, 50), 'classifier__learning_rate': 'invscaling', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.79      0.87      5213
           1       0.20      0.68      0.31       403

    accuracy                           0.78      5616
   macro avg       0.59      0.74      0.59      5616
weighted avg       0.91      0.78      0.83      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 64, 'classifier__hidden_layer_sizes': (50, 50), 'classifier__learning_rate': 'adaptive', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.80      0.87      5213
           1       0.21      0.68      0.32       403

    accuracy                           0.79      5616
   macro avg       0.59      0.74      0.60      5616
weighted avg       0.92      0.79      0.83      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 128, 'classifier__hidden_layer_sizes': (50,), 'classifier__learning_rate': 'constant', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.81      0.88      5213
           1       0.21      0.67      0.32       403

    accuracy                           0.80      5616
   macro avg       0.59      0.74      0.60      5616
weighted avg       0.91      0.80      0.84      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 128, 'classifier__hidden_layer_sizes': (50,), 'classifier__learning_rate': 'invscaling', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.80      0.88      5213
           1       0.21      0.68      0.32       403

    accuracy                           0.79      5616
   macro avg       0.59      0.74      0.60      5616
weighted avg       0.92      0.79      0.84      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 128, 'classifier__hidden_layer_sizes': (50,), 'classifier__learning_rate': 'adaptive', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.77      0.86      5213
           1       0.19      0.71      0.30       403

    accuracy                           0.77      5616
   macro avg       0.58      0.74      0.58      5616
weighted avg       0.92      0.77      0.82      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 128, 'classifier__hidden_layer_sizes': (100,), 'classifier__learning_rate': 'constant', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.78      0.87      5213
           1       0.20      0.69      0.31       403

    accuracy                           0.78      5616
   macro avg       0.59      0.74      0.59      5616
weighted avg       0.92      0.78      0.83      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 128, 'classifier__hidden_layer_sizes': (100,), 'classifier__learning_rate': 'invscaling', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.80      0.88      5213
           1       0.21      0.68      0.32       403

    accuracy                           0.79      5616
   macro avg       0.59      0.74      0.60      5616
weighted avg       0.92      0.79      0.84      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 128, 'classifier__hidden_layer_sizes': (100,), 'classifier__learning_rate': 'adaptive', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.77      0.86      5213
           1       0.19      0.71      0.30       403

    accuracy                           0.76      5616
   macro avg       0.58      0.74      0.58      5616
weighted avg       0.92      0.76      0.82      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 128, 'classifier__hidden_layer_sizes': (50, 50), 'classifier__learning_rate': 'constant', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.75      0.85      5213
           1       0.19      0.75      0.30       403

    accuracy                           0.75      5616
   macro avg       0.58      0.75      0.58      5616
weighted avg       0.92      0.75      0.81      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 128, 'classifier__hidden_layer_sizes': (50, 50), 'classifier__learning_rate': 'invscaling', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.76      0.85      5213
           1       0.18      0.71      0.29       403

    accuracy                           0.75      5616
   macro avg       0.58      0.73      0.57      5616
weighted avg       0.91      0.75      0.81      5616
"
MLP,RandomUnderSampler,"{'classifier__activation': 'tanh', 'classifier__batch_size': 128, 'classifier__hidden_layer_sizes': (50, 50), 'classifier__learning_rate': 'adaptive', 'classifier__max_iter': 1000, 'classifier__solver': 'adam'}","              precision    recall  f1-score   support

           0       0.97      0.76      0.86      5213
           1       0.19      0.72      0.30       403

    accuracy                           0.76      5616
   macro avg       0.58      0.74      0.58      5616
weighted avg       0.92      0.76      0.82      5616
"
